Month,Associate ID,Associate Name,Grade Description,OnOff
6/1/2017,985269,ALTER  STEPHEN  Konatham,Associate,Offshore
6/1/2017,936350,IRGINIA Kotha,Manager,Onsite
6/1/2017,477131,IRGINIAKaur,Senior Associate,Offshore
6/1/2017,823558,ILLAAwasthi,Manager,Onsite
6/1/2017,645349,VONNEMartel,Associate,Onsite
6/1/2017,976180,VONNE  Roy,Associate,Offshore
6/1/2017,498448,VONNE Agrawal,Programmer Analyst,Offshore
6/1/2017,764895,ALTERJoseph,Associate,Offshore
6/1/2017,659389,ALTERKandan,Senior Associate,Offshore
6/1/2017,388108,AYNE  Johnson,Manager,Onsite
6/1/2017,208457,ILMA JUDY     BRUCE  K M,Associate,Offshore
6/1/2017,293183,ILMA          Ramasundaram,Associate,Offshore
6/1/2017,422641,ENDELLJain,Senior Associate,Onsite
6/1/2017,947310,ENDELL TREVOR  Rajendran,Associate,Offshore
6/1/2017,921690,ALTER       Narayanasamy,Manager,Onsite
6/1/2017,141730,IRGINIA     Chikkerur,Senior Manager,Offshore
6/1/2017,203642,ENDELLChandran,Programmer Analyst,Offshore
6/1/2017,456574,ENDELSingh,Programmer Analyst,Offshore
6/1/2017,528610,IRGINIAKasiraju,Associate,Offshore
6/1/2017,570093,IRGIN BOB     Goswami,Senior Manager,Onsite
6/1/2017,276990,IVIAN  Savant,Manager,Onsite
6/1/2017,450217,ALTER      Swaminathan,Senior Associate,Onsite
6/1/2017,167706,OLUM MARIA S,Associate,Offshore
6/1/2017,831919,ENDY Korah,Manager,Onsite
6/1/2017,449866,ILMA   Kuttiyeri Pattammal,Senior Associate,Onsite
6/1/2017,893708,ENDELSebastian,Associate,Onsite
6/1/2017,810931,IRGINIA G,Associate,Offshore
6/1/2017,981435,VONNE   Bhattacharya,Senior Associate,Onsite
6/1/2017,369439,ILLIE   Shoeb,Programmer Analyst,Offshore
6/1/2017,499258,ILMA Sengupta,Senior Manager,Onsite
6/1/2017,633246,ILLIAM Sarkar,Senior Associate,Offshore
6/1/2017,307809,ENDELKupekar,Associate,Onsite
6/1/2017,970284,ILMA      Molkuva Gopalan,Senior Associate,Onsite
6/1/2017,545955,IRGINIDurai,Senior Associate,Offshore
6/1/2017,835571,AYNE  Naik,Programmer Analyst,Offshore
6/1/2017,591507,IRGINIEstamsetty,Senior Associate,Onsite
6/1/2017,891782,ERALDOChintagumpala,Associate,Offshore
6/1/2017,893564,VONNE  K,Programmer Analyst,Offshore
6/1/2017,613496,ILLIE S,Programmer Analyst,Offshore
6/1/2017,359540,VONNE Kumar,Programmer Analyst,Offshore
6/1/2017,433721,ILLIE    NORA   A,Programmer Analyst,Offshore
6/1/2017,555549,IRGINIManickam,Manager,Onsite
6/1/2017,435792,IRGINIA  Diana J,Associate,Offshore
6/1/2017,214302,ILLARD  Arneja,Manager,Onsite
6/1/2017,937651,OLUMBUKandanda Kuttappa,Senior Manager,Onsite
6/1/2017,636685,IRGIMuthusamy,Manager,Onsite
6/1/2017,630127,AYNE       Peddamma,Associate,Offshore
6/1/2017,870481,AYNE       TONI Guvvala,Associate,Offshore
6/1/2017,575578,ALTERYoosuf,Associate,Offshore
6/1/2017,454116,ALTER  S,Associate,Offshore
6/1/2017,572039,ENDELBehera,Manager,Onsite
6/1/2017,862958,ILLARMaghanalli Ravishankar,Manager,Onsite
6/1/2017,675102,IRGINI HEATHPadhy,Manager,Offshore
6/1/2017,746274,IRGINIC,Programmer Analyst,Offshore
6/1/2017,887545,IRGINIA G,Programmer Analyst,Offshore
6/1/2017,289328,IRGINIA   Sundararajan,Senior Associate,Offshore
6/1/2017,824644,ILLIEMane,Associate,Offshore
6/1/2017,640663,IRGINMiglani,Associate,Offshore
6/1/2017,223671,IRGINIARagunath M,Associate,Onsite
6/1/2017,340229,AYNE       Talegaon,Associate,Offshore
6/1/2017,232408,ALTER    Dandu,Senior Associate,Onsite
6/1/2017,770489,ENDELChikkaiah,Senior Manager,Onsite
6/1/2017,754898,IRGINIA  Ammanullah,Manager,Onsite
6/1/2017,719400,IRGINDharmarajan,Associate,Offshore
6/1/2017,464792,ENDELL  Koduri,Associate,Onsite
6/1/2017,279114,ILLIE Zacharias,Associate,Offshore
6/1/2017,240562,IRGINIA    K,Programmer Analyst,Offshore
6/1/2017,191058,IRGINIMandapati,Associate,Offshore
6/1/2017,438376,ILBUR      K,Senior Associate,Offshore
6/1/2017,184893,IRGINIA  Joshi,Programmer Analyst,Offshore
6/1/2017,211721,ENDEL ISABEL      Murugan,Associate,Onsite
6/1/2017,838711,IVIAN  Hazra,Associate,Offshore
6/1/2017,473595,UNK W.KEITH,Associate,Onsite
6/1/2017,487253,IRGINIA   D,Senior Associate,Offshore
6/1/2017,525062,VONNE Karuppiah,Senior Associate,Offshore
6/1/2017,180653,ILL SIDNEY  BRUCE  Adhimoolam,Programmer Analyst,Offshore
6/1/2017,122400,IRGINISharma,Associate,Offshore
6/1/2017,658887,ENDELJoseph,Associate,Offshore
6/1/2017,348581,IRGINI TONI Cheemala,Senior Associate,Offshore
6/1/2017,804343,IRGINILokesh,Associate,Offshore
6/1/2017,127667,ILMA   Srinivasan,Programmer Analyst,Offshore
6/1/2017,889500,IRGI BRUCE   Sethuraman,Associate,Offshore
6/1/2017,710563,IRGINIA        Chandrasekar,Programmer Analyst,Offshore
6/1/2017,253808,IRGINIAViswanathan,Programmer Analyst,Offshore
6/1/2017,726685,ENDELL       P,Programmer Analyst,Offshore
6/1/2017,324170,VONNE   Sankaranarayanan,Programmer Analyst,Offshore
6/1/2017,157873,ILBURaj,Programmer Analyst,Offshore
6/1/2017,867301,ILLIAM    Palanisamy,Associate,Offshore
6/1/2017,793866,ALTER    Sureshkumar,Programmer Analyst,Offshore
6/1/2017,358581,IRGINIA   Eswaramoorthy,Programmer Analyst,Offshore
6/1/2017,430451,ALTER  Sivasubramaniam,Programmer Analyst,Offshore
6/1/2017,891677,IRGINIA  Sahu,Programmer Analyst,Offshore
6/1/2017,347003,IRG HEATHRathnakumar,Programmer Analyst,Offshore
6/1/2017,888807,ILMA          Selvakumaran,Associate,Offshore
6/1/2017,723613,IRGI VIOLET  S,Programmer Analyst,Offshore
6/1/2017,707174,IRGINIAOlakkengil Jose,Programmer Analyst,Offshore
6/1/2017,794760,ALTESingh,Programmer Analyst,Offshore
6/1/2017,829307,ENDELThomas,Programmer Analyst,Offshore
6/1/2017,660012,AYNE     ELIZAR,Associate,Offshore
6/1/2017,285290,ILLIE     Guruswamy,Manager,Onsite
6/1/2017,516886,ALTER    G,Manager,Offshore
6/1/2017,930738,ALTER Basu,Programmer Analyst,Offshore
6/1/2017,267591,ILLIE    Ash,Programmer Analyst,Offshore
6/1/2017,786350,ENDELLKeshri,Programmer Analyst,Offshore
6/1/2017,458390,ENDEFrancis,Programmer Analyst,Offshore
6/1/2017,452269,ALTER Chawda,Programmer Analyst,Offshore
6/1/2017,776139,ERALDOA,Programmer Analyst,Offshore
6/1/2017,759559,IVIMohan,Programmer Analyst,Offshore
6/1/2017,610020,IRGINIARavishankar,Programmer Analyst,Offshore
6/1/2017,176080,ALTER   Saawarn,Senior Manager,Onsite
6/1/2017,355069,ILLIAMFrazier,Director,Onsite
6/1/2017,211789,IRGIN JAY    Pandey,Programmer Analyst,Offshore
6/1/2017,287867,ILLIHazarika,Programmer Analyst,Offshore
6/1/2017,730154,IRGINIA     TONI P,Programmer Analyst,Offshore
6/1/2017,232198,ENDELThomas,Associate,Onsite
6/1/2017,774632,AYNE       J,Programmer Analyst,Offshore
6/1/2017,112694,VONNE   Tiwari,Programmer Analyst,Offshore
6/1/2017,176354,ENDELL Thandupara,Senior Associate,Offshore
6/1/2017,475636,IRGINIA Lokasani,Associate,Offshore
6/1/2017,645244,IRGINIVasudevan,Associate,Offshore
6/1/2017,926139,IRGIN NORMA     B,Associate,Offshore
6/1/2017,515940,VONNE  Chennamsetty,Programmer Analyst,Offshore
6/1/2017,465081,IRGINIAKatakam,Programmer Analyst,Offshore
6/1/2017,951782,ILLIE   Selvaraj,Associate,Offshore
6/1/2017,770626,ALTER Bijlani,Manager,Onsite
6/1/2017,559689,AYNE         Jayachandran,Associate,Offshore
6/1/2017,187351,ILLIASadasivan Nair Sasikala,Manager,Onsite
6/1/2017,345099,ILLIEAtai,Associate,Onsite
6/1/2017,437676,ILBU KIM    G,Associate,Offshore
6/1/2017,826978,VONNE Natarajan,Senior Associate,Onsite
6/1/2017,341666,ILLIE      Das,Manager,Offshore
6/1/2017,319510,IRGINI YVIslam,Manager,Onsite
6/1/2017,562171,IRGINIA  Pendse,Associate,Offshore
6/1/2017,868200,ALTER Srinivasan,Associate,Offshore
6/1/2017,356060,IRGINIKrishnappa,Manager,Onsite
6/1/2017,692599,ALTERPandharpure,Associate,Offshore
6/1/2017,457351,ILMA     M,Programmer Analyst,Offshore
6/1/2017,871505,ILLIA STEPHEN S,Programmer Analyst,Offshore
6/1/2017,657492,IRGINISudhakar,Senior Associate,Onsite
6/1/2017,523858,ILLIAM HEATHS,Programmer Analyst,Offshore
6/1/2017,817966,ENDEL HEATHSharma,Senior Associate,Offshore
6/1/2017,120037,IRGINIARai,Associate,Offshore
6/1/2017,790349,ENDELL  Durishetty,Programmer Analyst,Offshore
6/1/2017,452596,UN DOUGLA,Programmer Analyst,Offshore
6/1/2017,238803,ENDELL HEATHJanaki Rengan,Senior Associate,Offshore
6/1/2017,649542,IRGINIA       Govindarajan,Associate,Offshore
6/1/2017,600032,VONNE       Sankaralingam,Associate,Offshore
6/1/2017,505767,ILMA       Jhala,Senior Manager,Offshore
6/1/2017,289137,IRGINIA V,Associate,Offshore
6/1/2017,301349,IRGINVedula,Associate,Offshore
6/1/2017,277245,ESLEY   SHET,Programmer Analyst,Offshore
6/1/2017,126679,ALTER Mohan,Programmer Analyst,Offshore
6/1/2017,199832,ENDELKodakandla,Programmer Analyst,Offshore
6/1/2017,238564,ILMA   Powers,Manager,Onsite
6/1/2017,185700,AYNE     Palanisamy,Associate,Onsite
6/1/2017,922382,ALTER C.P,Programmer Analyst,Offshore
6/1/2017,191718,IRGISilviya,Programmer Analyst,Offshore
6/1/2017,628826,ILMA   Johnpeter,Programmer Analyst,Offshore
6/1/2017,174596,AYNE     CAROLA,Programmer Analyst,Offshore
6/1/2017,510882,IVIAN   Koka,Senior Associate,Onsite
6/1/2017,353206,ESLEY C,Programmer Analyst,Offshore
6/1/2017,382121,ALTE JIM     HEATHPunnapu,Senior Associate,Onsite
6/1/2017,629486,VONNJose Mundadan,Associate,Offshore
6/1/2017,592048,ALTER    J,Associate,Offshore
6/1/2017,870103,IRGINIA    Hariharan,Senior Associate,Offshore
6/1/2017,915848,ILLIAM JOEY      Kuppuraj,Senior Associate,Onsite
6/1/2017,458854,ILLIE  Soundararajan,Programmer Analyst,Offshore
6/1/2017,972860,ALTERajagopalan,Programmer Analyst,Offshore
6/1/2017,425043,OLUMB DEANNManohar Thangadurai,Programmer Analyst,Offshore
6/1/2017,537886,ILMA  Tiwari,Programmer Analyst,Offshore
6/1/2017,830143,IRGINIA  Deepthi,Programmer Analyst,Offshore
6/1/2017,265984,ILMA    P,Programmer Analyst,Offshore
6/1/2017,830767,IRGINIA Otukuru,Programmer Analyst,Offshore
6/1/2017,995182,UN DAVID,Programmer Analyst,Offshore
6/1/2017,603000,ILMA   T,Programmer Analyst,Offshore
6/1/2017,545379,IRGINIAJala,Senior Associate,Onsite
6/1/2017,514737,ALTER  Mohan Raj,Associate,Offshore
6/1/2017,834992,IRGINKannan,Senior Associate,Onsite
6/1/2017,117125,ILMA        K,Programmer Analyst,Offshore
6/1/2017,177582,IRGINI ROBA,Senior Associate,Offshore
6/1/2017,196523,IVIAN   Sharma,Manager,Offshore
6/1/2017,387240,IRGINIA Pachaiyappan,Associate,Offshore
6/1/2017,287916,ILLIAM Chakraborty,Programmer Analyst,Offshore
6/1/2017,925332,ENDELL   Mitra,Programmer Analyst,Offshore
6/1/2017,979478,IRGINIADas,Programmer Analyst,Offshore
6/1/2017,847009,ILLIE Saseendran,Programmer Analyst,Offshore
6/1/2017,395702,ALTER Surendran,Programmer Analyst,Offshore
6/1/2017,960590,ILBUR    Selvaraj,Programmer Analyst,Offshore
6/1/2017,226288,IRGINIPaul,Programmer Analyst,Offshore
6/1/2017,713047,ILMA    SIDNEY J,Programmer Analyst,Offshore
6/1/2017,104593,ILLIE  Merlyn X,Programmer Analyst,Offshore
6/1/2017,498702,ILMA   Bose,Programmer Analyst,Offshore
6/1/2017,681137,ALTER    M B,Programmer Analyst,Offshore
6/1/2017,976281,IRGINIA Subramani,Programmer Analyst,Offshore
6/1/2017,475788,ILLIAMA,Programmer Analyst,Offshore
6/1/2017,645728,ILMA     SAMUELPanda,Programmer,Offshore
6/1/2017,333658,IRGIAnam,Programmer,Offshore
6/1/2017,830046,ILLARAziz,Manager,Onsite
6/1/2017,395107,AYNE  Kowale,Associate,Offshore
6/1/2017,895430,VONNE    P,Associate,Offshore
6/1/2017,978634,IRGSinha,Senior Associate,Onsite
6/1/2017,329496,ILLISharma,Senior Manager,Onsite
6/1/2017,690862,IRGINIAVakkalagadda,Senior Manager,Offshore
6/1/2017,880861,IRGINIA    Balasubramanian,Senior Manager,Onsite
6/1/2017,175234,IVIAN   Chakarvarti,Senior Associate,Offshore
6/1/2017,450802,IRGINI HEATHBali,Manager,Onsite
6/1/2017,457150,IRGININarayanaswamy,Senior Manager,Onsite
6/1/2017,419627,ACHARY Das,Associate,Offshore
6/1/2017,480608,IRGINIA  COURVinjamara,Senior Associate,Offshore
6/1/2017,659931,IRGINIA kumar G,Associate,Offshore
6/1/2017,477871,OLANDA Nadgouda,Associate,Offshore
6/1/2017,583681,IRGINIKapoor,Programmer Analyst,Offshore
6/1/2017,975984,ALTER   Khanna,Programmer Analyst,Offshore
6/1/2017,658444,ALTER  Paula,Programmer Analyst,Offshore
6/1/2017,205486,ESLEY   Priya,Programmer Analyst,Offshore
6/1/2017,747454,ILLI SIDNEYVarghese,Programmer Analyst,Offshore
6/1/2017,292029,OLUMBUS DAVID Dussa,Programmer Analyst,Offshore
6/1/2017,548612,ALTER Thumati,Programmer Analyst,Offshore
6/1/2017,414682,ILLIAMPetson.T.V,Programmer Analyst,Offshore
6/1/2017,240371,IRGINN,Programmer Analyst,Offshore
6/1/2017,290603,ALTER    Kaluri,Senior Manager,Onsite
6/1/2017,238242,AYNE   Pal,Senior Manager,Offshore
6/1/2017,112620,ILLARD      Arumugam,Associate,Offshore
6/1/2017,284410,ILMA   Katwe,Senior Associate,Offshore
6/1/2017,352372,AYNE  Sivaprasadkumar,Programmer Analyst,Offshore
6/1/2017,209781,UN,Programmer Analyst,Offshore
6/1/2017,266384,ALTEN,Programmer Analyst,Offshore
6/1/2017,986694,AYNE    Bhangale,Programmer Analyst,Offshore
6/1/2017,248183,ILLIE  Lakshmanan,Programmer Analyst,Offshore
6/1/2017,813387,ILLIAMR,Programmer Analyst,Offshore
6/1/2017,258659,IRGINIA  Thumburu,Programmer Analyst,Offshore
6/1/2017,960653,ILMA CAMEKunnath Babu,Senior Associate,Onsite
6/1/2017,668771,IRGINIA SIDNEY Sahu,Associate,Offshore
6/1/2017,347225,IRGINIA  Kamaraj,Senior Associate,Onsite
6/1/2017,131636,IRGINISinghal,Manager,Onsite
6/1/2017,139321,ENDELL Emani,Associate,Offshore
6/1/2017,948592,ILLIEVenkatesh,Associate,Onsite
6/1/2017,644704,IRGIN ELIZASyed,Senior Associate,Onsite
6/1/2017,106133,IVIAN   Jhawer,Associate,Offshore
6/1/2017,631597,ILLARD  Matta,Manager,Offshore
6/1/2017,959639,IRGINIBalaskandan,Manager,Onsite
6/1/2017,312906,IRGINP,Programmer,Offshore
6/1/2017,260124,ENDELLMore,Associate,Offshore
6/1/2017,933335,IRGINIBalakrishnan,Associate,Offshore
6/1/2017,684272,ILLIE B.S.,Programmer Analyst,Offshore
6/1/2017,755763,AYNE     S,Programmer Analyst,Offshore
6/1/2017,361586,IRGINIAThangavel,Programmer Analyst,Offshore
6/1/2017,308687,IRGINIAC,Programmer Analyst,Offshore
6/1/2017,919589,ENDELLVamja,Programmer Analyst,Offshore
6/1/2017,392404,ILMA   Upadhya.G,Programmer Analyst,Offshore
6/1/2017,932406,ALTER  N,Programmer Analyst,Offshore
6/1/2017,910632,AYNE    Kc,Programmer Analyst,Offshore
6/1/2017,868916,IRGINJoy,Associate,Offshore
6/1/2017,282633,IRGINIA Subbarayappa,Manager,Onsite
6/1/2017,629944,ENDELL     Soundrapandian,Associate,Offshore
6/1/2017,705518,ILMA         TONI Peram,Senior Associate,Onsite
6/1/2017,930945,IRGINIK,Senior Associate,Offshore
6/1/2017,262527,IRGINIUtekar,Senior Manager,Offshore
6/1/2017,966389,ILLIE   Naik,Senior Manager,Onsite
6/1/2017,126686,AYNE            Mani,Senior Manager,Offshore
6/1/2017,492240,ENDELL   Paramasivam,Senior Associate,Onsite
6/1/2017,213242,IRGINKarunakaran,Programmer Analyst,Offshore
6/1/2017,215151,ILLIE  Kumar,Associate,Offshore
6/1/2017,628899,IRGINIASwaminathan,Senior Manager,Offshore
6/1/2017,483241,IRGINIA    Gopal,Associate,Offshore
6/1/2017,912820,IRGINIDalvi,Manager,Onsite
6/1/2017,801793,ILMA   Periyasamy,Associate,Offshore
6/1/2017,487683,ILMA      Nataraj,Associate,Offshore
6/1/2017,876924,IRGINIMomin,Manager,Onsite
6/1/2017,320473,IRGINIKhot,Manager,Onsite
6/1/2017,721776,OLANDAKumar,Programmer Analyst,Offshore
6/1/2017,288124,IRGINIM,Associate,Offshore
6/1/2017,247607,IRGINIP,Associate,Offshore
6/1/2017,335042,ENDELLManavalan,Senior Associate,Offshore
6/1/2017,826464,IRGINIGunti,Senior Manager,Onsite
6/1/2017,914039,VONNE  Palaniappan,Manager,Onsite
6/1/2017,897880,IRGINIA MAE     Dasari,Senior Associate,Onsite
6/1/2017,943861,ILMA         Thiruvengadam,Manager,Onsite
6/1/2017,802479,IRGIJayaram,Senior Manager,Offshore
6/1/2017,226326,ILMA       Balasubramanian,Associate,Offshore
6/1/2017,578995,ENDELL  GovindappaNandagopal,Associate,Offshore
6/1/2017,188123,VONNE       Nagendran,Associate,Onsite
6/1/2017,721635,IRGINI HEATHB A,Programmer Analyst,Offshore
6/1/2017,297271,IRGINYaparla,Programmer Analyst,Offshore
6/1/2017,174061,IRGINSeitzinger,Associate,Onsite
6/1/2017,324655,IRGINI SIDNEY  S,Associate,Offshore
6/1/2017,318604,ILLARD      B,Associate,Offshore
6/1/2017,841220,ILLIE Kingston,Senior Associate,Onsite
6/1/2017,648029,ILMA Jain,Associate,Offshore
6/1/2017,591404,IRGINIA Sundaram,Senior Associate,Offshore
6/1/2017,714120,IRGINIA   CAMEDevisetty,Manager,Offshore
6/1/2017,223215,VONNE   CAMESubramanian,Manager,Onsite
6/1/2017,405324,ILLIARane,Senior Associate,Onsite
6/1/2017,755903,IRGINLnu,Senior Associate,Offshore
6/1/2017,413813,IRGINPrakash A,Associate,Offshore
6/1/2017,841781,ILMA      Perumal,Senior Associate,Offshore
6/1/2017,804728,IRGINP R,Associate,Offshore
6/1/2017,282402,ILLIE   Reddy N.,Senior Associate,Offshore
6/1/2017,521902,IRGINIA   Kushwaha,Manager,Offshore
6/1/2017,150047,IRGINIMohan,Senior Associate,Offshore
6/1/2017,871768,IRGINIA    Udhayasuriyan,Associate,Offshore
6/1/2017,342003,IRG DAVID B,Programmer Analyst,Offshore
6/1/2017,675738,ALTER       Ramalingam,Associate,Offshore
6/1/2017,201892,AYNE   M P,Associate,Offshore
6/1/2017,345529,ENDELL Birla,Manager,Offshore
6/1/2017,671620,ILMA   Joshi,Manager,Onsite
6/1/2017,517482,ACHARY Ghosh,Manager,Offshore
6/1/2017,890678,ILMA   Appukuttan,Senior Manager,Onsite
6/1/2017,553843,IRGINIA   Munusamy,Associate,Offshore
6/1/2017,964376,IRGINIASATYANARAYANA,Manager,Offshore
6/1/2017,619798,IRGINIKumar,Associate,Offshore
6/1/2017,739659,ILLIAMangla,Associate Director,Onsite
6/1/2017,760804,ENDELLKulshrestha,Manager,Offshore
6/1/2017,207942,ENDELL Richiazzi,Associate,Offshore
6/1/2017,566990,IRGINIA  Shankar,Manager,Onsite
6/1/2017,100624,IRGINIA HEATHRamu,Senior Associate,Onsite
6/1/2017,767732,ILLIAMK,Manager,Offshore
6/1/2017,381503,VONNE Mokshagundam,Senior Associate,Offshore
6/1/2017,632088,ILLIA,Associate,Offshore
6/1/2017,871657,ENDELMOHAPATRA,Associate,Offshore
6/1/2017,260340,IRGINIAKumar.T,Programmer Analyst,Offshore
6/1/2017,431215,AYNE  G,Associate,Offshore
6/1/2017,283739,ILMA   Kalasegowda,Senior Associate,Onsite
6/1/2017,356845,IRGINTamgadge,Senior Associate,Onsite
6/1/2017,424801,IRGINISuri,Programmer Analyst,Offshore
6/1/2017,644238,ILMA   Selvaraj,Senior Associate,Offshore
6/1/2017,923932,ILLIAM   Kumar,Programmer Analyst,Offshore
6/1/2017,618409,IRGINSHAIKH,Senior Associate,Offshore
6/1/2017,530751,IRGINIRanjan,Associate,Offshore
6/1/2017,868360,ENDELL   Ponnuswamy,Senior Manager,Offshore
6/1/2017,468685,ENDELKumar,Senior Manager,Onsite
6/1/2017,718813,ILLIAMishra,Senior Manager,Onsite
6/1/2017,907731,ENDELL Girikrishnan,Associate,Offshore
6/1/2017,222757,IRGINIAVarshney,Senior Manager,Onsite
6/1/2017,673531,ILMA HEATHK,Associate,Offshore
6/1/2017,605473,VONNEG B,Programmer Analyst,Offshore
6/1/2017,678061,IRGINIA      L,Programmer Analyst,Offshore
6/1/2017,339682,ILMA  Sekar,Programmer Analyst,Offshore
6/1/2017,748984,ALTER    Sathya,Programmer Analyst,Offshore
6/1/2017,863166,IRGINIA  M,Programmer Analyst,Offshore
6/1/2017,562878,ENDELL  Srinivasan,Programmer Analyst,Offshore
6/1/2017,169416,IRGINIAshok,Programmer Analyst,Offshore
6/1/2017,451584,OLUMazeemudin,Programmer Analyst,Offshore
6/1/2017,257195,ENDELLDudhankar,Senior Associate,Onsite
6/1/2017,190764,ILLIE   Damodara Deenadayala Murthi,Senior Associate,Onsite
6/1/2017,904035,IRGINBonu,Associate,Offshore
6/1/2017,622029,ENDELL   Mohan,Associate,Offshore
6/1/2017,358993,IRGINIA     Gunasekaran,Programmer Analyst,Offshore
6/1/2017,907600,VONNE  Singaravelu,Programmer Analyst,Offshore
6/1/2017,769585,IRG SUZANRavikumar,Programmer Analyst,Offshore
6/1/2017,614278,ILLIAMKumar M,Programmer Analyst,Offshore
6/1/2017,708720,VONNE     Mishra,Senior Associate,Onsite
6/1/2017,316290,VONNEMassey,Associate,Offshore
6/1/2017,797219,IRGINIA Halder,Programmer Analyst,Offshore
6/1/2017,432758,VONNE   Karuthannan,Senior Associate,Offshore
6/1/2017,258688,IRGIN HEATHAgrawal,Associate,Offshore
6/1/2017,421556,VONNEKishore,Associate,Offshore
6/1/2017,419458,ILMA        Rajendran,Programmer Analyst,Offshore
6/1/2017,664617,ILLIE   Bhattacharyya,Senior Associate,Offshore
6/1/2017,517077,IRGINIA     Dhinakaran,Senior Associate,Offshore
6/1/2017,906109,IRGI GUY   Dmonte,Senior Associate,Offshore
6/1/2017,139388,IRGINIAChakraborty,Manager,Offshore
6/1/2017,693255,ESLEY  soni,Programmer Analyst,Offshore
6/1/2017,800360,AYNE   Singh,Programmer Analyst,Offshore
6/1/2017,723013,ILMA    HEATHAdama,Programmer Analyst,Offshore
6/1/2017,616611,IRGIN ASHLEtappeta,Programmer Analyst,Offshore
6/1/2017,253179,ENDELL K,Programmer Analyst,Offshore
6/1/2017,644877,ILLIAMkamasani,Programmer Analyst,Offshore
6/1/2017,945933,ENDELLshree,Programmer Analyst,Offshore
6/1/2017,652446,ILLIE Jain,Senior Associate,Offshore
6/1/2017,791310,AYNE     Suvarna,Associate,Offshore
6/1/2017,255791,IVIAN  Kaushik,Senior Associate,Offshore
6/1/2017,329607,ILLAKumar Gautam,Programmer Analyst,Offshore
6/1/2017,965925,ILLADe,Programmer Analyst,Offshore
6/1/2017,823926,IRGINIIlangovan,Programmer Analyst,Offshore
6/1/2017,500572,IRG JAIME    GENP R,Programmer Analyst,Offshore
6/1/2017,149768,AYNE       Selvakumar,Programmer Analyst,Offshore
6/1/2017,334349,IRGINIA  V S,Programmer Analyst,Offshore
6/1/2017,415303,IRGINIA   Meenakshi Sundaram,Programmer Analyst,Offshore
6/1/2017,659912,IRGINIThamilarasan,Programmer Analyst,Offshore
6/1/2017,592544,IVIAN  H,Programmer Analyst,Offshore
6/1/2017,900147,UN Y W PETER   LANCE    ,Programmer Analyst,Offshore
6/1/2017,185487,IRGINSri,Programmer Analyst,Offshore
6/1/2017,934197,IRGINIA   Duraisamy,Programmer Analyst,Offshore
6/1/2017,981920,IRGINIAThabassum,Programmer Analyst,Offshore
6/1/2017,946934,ENDELMohanty,Programmer Analyst,Offshore
6/1/2017,263556,ILMA          Balasubramanian,Programmer Analyst,Offshore
6/1/2017,619472,IRGINIVarma Kalidindi,Senior Associate,Offshore
6/1/2017,582066,AYNE    M,Associate,Offshore
6/1/2017,235927,IRGIN BRADL ROLANShama Basha,Programmer Analyst,Offshore
6/1/2017,150715,IRGINIA    Doddi Chengalvarayan,Programmer Analyst,Offshore
6/1/2017,701860,IRGINIA  TONI Jutur Chinna,Programmer Analyst,Offshore
6/1/2017,542422,AYNE   WSurya,Programmer Analyst,Offshore
6/1/2017,597255,VONN ROBERTMadha,Programmer Analyst,Offshore
6/1/2017,456264,IRGINIA S,Programmer Analyst,Offshore
6/1/2017,446081,ENDELLJagadish Reddy,Programmer Analyst,Offshore
6/1/2017,537909,IVIAN  Ravi,Programmer Analyst,Offshore
6/1/2017,187284,ALTER   Nag,Programmer Analyst,Offshore
6/1/2017,607665,ILLIE Sundaresan,Programmer Analyst,Offshore
6/1/2017,884509,ILMA     Nagarajan,Programmer Analyst,Offshore
6/1/2017,750576,VONNE       Priyanka,Programmer Analyst,Offshore
6/1/2017,105137,IRGIN ASHLEVemula,Programmer Analyst,Offshore
6/1/2017,409911,ILMA   Roy Chowdhury,Programmer Analyst,Offshore
6/1/2017,116674,VONNE   Dey,Programmer Analyst,Offshore
6/1/2017,215492,ALTERPratap,Programmer Analyst,Offshore
6/1/2017,834594,IVIAN  Devadass,Programmer Analyst,Offshore
6/1/2017,544629,ILLIAMHaldkar,Programmer Analyst,Offshore
6/1/2017,940814,IRGINIMarkasagayam,Programmer Analyst,Offshore
6/1/2017,535026,IRGINIA   Ilangovan,Programmer Analyst,Offshore
6/1/2017,322504,ALLACEBukowski,Associate,Onsite
6/1/2017,138960,ALTER   SIDNEY    ROBEKonduru,Associate,Offshore
6/1/2017,638013,ILMA  Mahoney,Manager,Onsite
6/1/2017,555500,VONNE Verma,Associate,Offshore
6/1/2017,771009,IRGINSharma,Manager,Offshore
6/1/2017,511207,ILLIE        Sourirajalu,Senior Associate,Offshore
6/1/2017,298638,IRGINIDhar,Senior Associate,Offshore
6/1/2017,351687,IRGINIA  Dubey,Associate,Offshore
6/1/2017,406480,AYNE Asha,Programmer Analyst,Offshore
6/1/2017,297207,IRGINIASenthilKumaran,Associate,Offshore
6/1/2017,744004,ALTER   SHANNON  TONI Devireddy,Senior Associate,Onsite
6/1/2017,103286,ENDEL HEATHKinger,Senior Associate,Onsite
6/1/2017,644554,AYNE  Maji,Senior Associate,Offshore
6/1/2017,447874,AYNE   Ghosh,Senior Associate,Offshore
6/1/2017,886280,ILLIE  Chatterjee,Associate,Offshore
6/1/2017,818093,IRGINIA HEATHAkula,Manager,Offshore
6/1/2017,594979,IRGINIPerumal Samy,Programmer Analyst,Offshore
